Date,Equity_Return,Bond_Return
2024-01-31,0.05034710703115678,0.01435860462155504
2024-02-29,0.032172743545605634,0.017031385742513762
2024-03-31,0.04549987124034319,0.0018286242200745845
2024-04-30,-0.047376490874080204,0.005562131261672294
2024-05-31,-0.04133599806539662,0.013201295891488558
2024-06-30,0.08544249409978191,0.010869729160125088
2024-07-31,0.05995054281410429,-2.8175586255634825e-05
2024-08-31,0.024641905292486596,-0.006916745073996323
2024-09-30,-0.007008739181862157,0.013469675130027059
2024-10-31,0.02328533087705309,-0.007223042937919725
2024-11-30,0.02452054092664973,-0.020119953594073627
2024-12-31,-0.00938898195622813,0.003055723235188272
