Date,Equity_Return,Bond_Return
2024-01-01,-0.004028524725182909,-0.0004231516014080685
2024-01-02,0.0039035060296567234,0.00011046434635590879
2024-01-03,0.0033821619247442767,0.004078908244538203
2024-01-04,-0.0011787523917977988,0.002501378390030812
2024-01-05,0.0059388771344518355,0.00039380469480517096
2024-01-08,-0.0013386121597995131,0.0022434154469762025
2024-01-09,0.004661340620939309,8.06907562602075e-05
2024-01-10,0.0070362886314811295,0.00013618446371683383
2024-01-11,-0.007821102300926006,-0.001825611505165184
2024-01-12,0.0067517464420143725,0.004498362536132505
2024-01-15,0.0035688344410954803,0.0005416604491606644
2024-01-16,0.0065400011191583,0.004986258223952572
2024-01-17,-0.005053857100918664,-0.004419257368667502
2024-01-18,-0.00959466981393389,3.625643825112579e-05
2024-01-19,-0.016986889150393567,0.0029009155429566154
2024-01-22,0.018460435961296172,-0.0044447514916597045
2024-01-23,-0.012731565263776128,-0.0007989916307835334
2024-01-24,0.006206279129820035,-0.0006729632982857383
2024-01-25,0.005426499495426935,0.0005675873332348964
2024-01-26,0.020827068333792102,0.005425657809803691
2024-01-29,0.01632217621227621,-0.0016463088689935733
2024-01-30,-0.0018025780166892056,-0.0037504541007057986
2024-01-31,0.001858442478421576,0.0038385498110487352
2024-02-01,-0.000357403659970996,0.002747482645821151
2024-02-02,0.0033519107843636383,-0.0017437212266103997
2024-02-05,0.0004935137963463256,0.0017542551417372141
2024-02-06,0.0030469457678529125,0.003801389555164029
2024-02-07,0.0036021516025901046,0.0028677934431367994
2024-02-08,0.006208455710232463,0.0010863936847248048
2024-02-09,0.0037168670365095996,-0.0022565719410517506
2024-02-12,0.010071608997569693,0.0010854666347077664
2024-02-13,0.0024693709803553596,0.0014742432362260134
2024-02-14,0.013004215504136335,0.0016566498956809054
2024-02-15,0.012245785189616673,-0.001247766787630664
2024-02-16,-0.0010161967728428175,0.0021804045830009556
2024-02-19,-0.003446960538337767,0.0013896650907266892
2024-02-20,0.00034838140739312784,0.0021295850029323013
2024-02-21,-0.010292045372651182,-0.0003944664332771092
2024-02-22,0.0005887897016699941,0.0010067879678947724
2024-02-23,-0.007782501739303529,6.342667853994629e-06
2024-02-26,-0.005386247827069661,-0.0015362260044426198
2024-02-27,-0.00841005232448273,0.0014009452593079042
2024-02-28,0.0006521201553963037,0.0012721979546500555
2024-02-29,0.009064035146231787,-0.0016494646280390507
2024-03-01,0.003000412869200065,-0.0012018844449315366
2024-03-04,-0.020581614825751392,0.0006888324940411678
2024-03-05,0.0014592631722875403,0.0008901377934907057
2024-03-06,-0.006036544349807538,0.0004425812446007145
2024-03-07,-0.007152719978187753,-0.0034731593397742326
2024-03-08,0.010721624779972315,0.0025941531502485264
2024-03-11,0.018077121220316596,0.0014295205874106534
2024-03-12,0.02188747748513452,-0.0011507793326393106
2024-03-13,-0.006215819644253263,-0.0011637736181713653
2024-03-14,-0.00010667639788418978,0.00046154878954240736
2024-03-15,0.007125407793589349,-0.0013638669630056909
2024-03-18,-0.021176109778486822,0.00394467851487858
2024-03-19,-0.0034117203577219905,0.00012440864619767234
2024-03-20,-0.009225764816197095,0.003847130086733626
2024-03-21,0.008372041168488562,-0.0008807423506799031
2024-03-22,0.011086147559308203,-0.0008347859602724999
